caucus,congress_numbers/0,congress_numbers/1,congress_numbers/2,current,description,district,enddate,extra/address,extra/contact_form,extra/fax,extra/office,extra/rss_url,id,leadership_title,party,person/bioguideid,person/birthday,person/cspanid,person/firstname,person/gender,person/gender_label,person/id,person/lastname,person/link,person/middlename,person/name,person/namemod,person/nickname,person/osid,person/pvsid,person/sortname,person/twitterid,person/youtubeid,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website,extra/how
,113,114,115,true,Junior Senator from Wyoming,,2019-01-03,307 Dirksen Senate Office Building Washington DC 20510,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=ContactUs.ContactForm,202-224-1724,307 Dirksen Senate Office Building,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,42940,,Republican,B001261,1952-07-21,1024777,John,male,Male,412251,Barrasso,https://www.govtrack.us/congress/members/john_barrasso/412251,A.,Sen. John Barrasso [R-WY],,,N00006236,52662,"Barrasso, John (Sen.) [R-WY]",SenJohnBarrasso,barrassowyo,202-224-6441,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,WY,Sen.,Senator,http://www.barrasso.senate.gov,
,113,114,115,true,Junior Senator from Tennessee,,2019-01-03,425 Dirksen Senate Office Building Washington DC 20510,http://www.corker.senate.gov/public/index.cfm/emailme,202-228-0566,425 Dirksen Senate Office Building,http://www.corker.senate.gov/public/index.cfm/rss/feed,42938,,Republican,C001071,1952-08-24,1021114,Bob,male,Male,412248,Corker,https://www.govtrack.us/congress/members/bob_corker/412248,,Sen. Bob Corker [R-TN],,,N00027441,65905,"Corker, Bob (Sen.) [R-TN]",SenBobCorker,senatorcorker,202-224-3344,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TN,Sen.,Senator,http://www.corker.senate.gov,
,113,114,115,true,Junior Senator from Rhode Island,,2019-01-03,530 Hart Senate Office Building Washington DC 20510,http://www.whitehouse.senate.gov/contact,202-228-6362,530 Hart Senate Office Building,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,42937,,Democrat,W000802,1955-10-20,92235,Sheldon,male,Male,412247,Whitehouse,https://www.govtrack.us/congress/members/sheldon_whitehouse/412247,,Sen. Sheldon Whitehouse [D-RI],,,N00027533,2572,"Whitehouse, Sheldon (Sen.) [D-RI]",SenWhitehouse,SenatorWhitehouse,202-224-2921,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,RI,Sen.,Senator,http://www.whitehouse.senate.gov,
,113,114,115,true,Senior Senator from Pennsylvania,,2019-01-03,393 Russell Senate Office Building Washington DC 20510,http://www.casey.senate.gov/contact/,202-228-0604,393 Russell Senate Office Building,http://www.casey.senate.gov/rss/feeds/?all,42936,,Democrat,C001070,1960-04-13,47036,Robert,male,Male,412246,Casey,https://www.govtrack.us/congress/members/robert_casey/412246,P.,Sen. Robert âBobâ Casey [D-PA],Jr.,Bob,N00027503,2541,"Casey, Robert âBobâ (Sen.) [D-PA]",SenBobCasey,SenatorBobCasey,202-224-6324,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,PA,Sen.,Senator,http://www.casey.senate.gov,
,113,114,115,true,Senior Senator from Montana,,2019-01-03,311 Hart Senate Office Building Washington DC 20510,http://www.tester.senate.gov/?p=email_senator,202-224-8594,311 Hart Senate Office Building,http://www.tester.senate.gov/rss/?p=hot_topic,42935,,Democrat,T000464,1956-08-21,1020176,Jon,male,Male,412244,Tester,https://www.govtrack.us/congress/members/jon_tester/412244,,Sen. Jon Tester [D-MT],,,N00027605,20928,"Tester, Jon (Sen.) [D-MT]",SenatorTester,senatorjontester,202-224-2644,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,MT,Sen.,Senator,http://www.tester.senate.gov,
,113,114,115,true,Senior Senator from Missouri,,2019-01-03,730 Hart Senate Office Building Washington DC 20510,http://www.mccaskill.senate.gov/?p=contact,202-228-6326,730 Hart Senate Office Building,http://mccaskill.senate.gov/rss/?p=news,42934,,Democrat,M001170,1953-07-24,1012014,Claire,female,Female,412243,McCaskill,https://www.govtrack.us/congress/members/claire_mccaskill/412243,,Sen. Claire McCaskill [D-MO],,,N00027694,2109,"McCaskill, Claire (Sen.) [D-MO]",McCaskillOffice,SenatorMcCaskill,202-224-6154,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,MO,Sen.,Senator,http://www.mccaskill.senate.gov,
,113,114,115,true,Senior Senator from Minnesota,,2019-01-03,302 Hart Senate Office Building Washington DC 20510,http://www.klobuchar.senate.gov/public/email-amy,202-228-2186,302 Hart Senate Office Building,,42933,,Democrat,K000367,1960-05-25,83701,Amy,female,Female,412242,Klobuchar,https://www.govtrack.us/congress/members/amy_klobuchar/412242,Jean,Sen. Amy Klobuchar [D-MN],,,N00027500,65092,"Klobuchar, Amy (Sen.) [D-MN]",,senatorklobuchar,202-224-3244,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,MN,Sen.,Senator,http://www.klobuchar.senate.gov,
,113,114,115,true,Junior Senator from New York,,2019-01-03,478 Russell Senate Office Building Washington DC 20510,http://www.gillibrand.senate.gov/contact/,202-225-1168,478 Russell Senate Office Building,http://www.gillibrand.senate.gov/rss/,42929,,Democrat,G000555,1966-12-09,1022862,Kirsten,female,Female,412223,Gillibrand,https://www.govtrack.us/congress/members/kirsten_gillibrand/412223,E.,Sen. Kirsten Gillibrand [D-NY],,,N00027658,65147,"Gillibrand, Kirsten (Sen.) [D-NY]",SenGillibrand,KirstenEGillibrand,202-224-4451,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,NY,Sen.,Senator,http://www.gillibrand.senate.gov,
,113,114,115,true,Junior Senator from Nevada,,2019-01-03,324 Hart Senate Office Building Washington DC 20510,http://www.heller.senate.gov/public/index.cfm/contact-form,202-228-6753,324 Hart Senate Office Building,http://www.heller.senate.gov/public/index.cfm/rss/feed,42926,,Republican,H001041,1960-05-10,1012368,Dean,male,Male,412218,Heller,https://www.govtrack.us/congress/members/dean_heller/412218,,Sen. Dean Heller [R-NV],,,N00027522,2291,"Heller, Dean (Sen.) [R-NV]",SenDeanHeller,SenDeanHeller,202-224-6244,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,NV,Sen.,Senator,http://www.heller.senate.gov,
,113,114,115,true,Junior Senator from Indiana,,2019-01-03,720 Hart Senate Office Building Washington DC 20510,http://www.donnelly.senate.gov/contact/email-joe,202-225-6798,720 Hart Senate Office Building,http://www.donnelly.senate.gov/rss/feeds/?type=all,42916,,Democrat,D000607,1955-09-28,1012000,Joe,male,Male,412205,Donnelly,https://www.govtrack.us/congress/members/joe_donnelly/412205,,Sen. Joe Donnelly [D-IN],,,N00026586,34212,"Donnelly, Joe (Sen.) [D-IN]",SenDonnelly,sendonnelly,202-224-4814,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,IN,Sen.,Senator,http://www.donnelly.senate.gov,
,113,114,115,true,Junior Senator from Hawaii,,2019-01-03,330 Hart Senate Office Building Washington DC 20510,http://www.hirono.senate.gov/contact/email,202-225-4987,330 Hart Senate Office Building,http://www.hirono.senate.gov/rss/feeds/?type=all,42914,,Democrat,H001042,1947-11-03,91216,Mazie,female,Female,412200,Hirono,https://www.govtrack.us/congress/members/mazie_hirono/412200,K.,Sen. Mazie Hirono [D-HI],,,N00028139,1677,"Hirono, Mazie (Sen.) [D-HI]",MazieHirono,CongresswomanHirono,202-224-6361,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,HI,Sen.,Senator,http://www.hirono.senate.gov,
,113,114,115,true,Junior Senator from Connecticut,,2019-01-03,136 Hart Senate Office Building Washington DC 20510,http://www.murphy.senate.gov/contact,202-225-5933,136 Hart Senate Office Building,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,42910,,Democrat,M001169,1973-08-03,1021270,Christopher,male,Male,412194,Murphy,https://www.govtrack.us/congress/members/christopher_murphy/412194,S.,Sen. Christopher Murphy [D-CT],,,N00027566,17189,"Murphy, Christopher (Sen.) [D-CT]",ChrisMurphyCT,senchrismurphy,202-224-4041,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,CT,Sen.,Senator,http://www.murphy.senate.gov,
,113,114,115,true,Senior Senator from Michigan,,2019-01-03,731 Hart Senate Office Building Washington DC 20510,http://www.stabenow.senate.gov/?p=contact,202-228-0325,731 Hart Senate Office Building,http://stabenow.senate.gov/rss/?p=news,42871,,Democrat,S000770,1950-04-29,45451,Debbie,female,Female,300093,Stabenow,https://www.govtrack.us/congress/members/debbie_stabenow/300093,Ann,Sen. Debbie Stabenow [D-MI],,,N00004118,515,"Stabenow, Debbie (Sen.) [D-MI]",SenStabenow,senatorstabenow,202-224-4822,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,MI,Sen.,Senator,http://www.stabenow.senate.gov,
,113,114,115,true,Senior Senator from Florida,,2019-01-03,716 Hart Senate Office Building Washington DC 20510,http://www.billnelson.senate.gov/contact-bill,202-228-2183,716 Hart Senate Office Building,,42870,,Democrat,N000032,1942-09-29,1931,Bill,male,Male,300078,Nelson,https://www.govtrack.us/congress/members/bill_nelson/300078,,Sen. Bill Nelson [D-FL],,,N00009926,1606,"Nelson, Bill (Sen.) [D-FL]",SenBillNelson,senbillnelson,202-224-5274,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,FL,Sen.,Senator,http://www.billnelson.senate.gov,
,113,114,115,true,Senior Senator from Utah,,2019-01-03,104 Hart Senate Office Building Washington DC 20510,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,202-224-6331,104 Hart Senate Office Building,http://www.hatch.senate.gov/public/index.cfm/rss/feed,42869,,Republican,H000338,1934-03-22,189,Orrin,male,Male,300052,Hatch,https://www.govtrack.us/congress/members/orrin_hatch/300052,G.,Sen. Orrin Hatch [R-UT],,,N00009869,53352,"Hatch, Orrin (Sen.) [R-UT]",SenOrrinHatch,SenatorOrrinHatch,202-224-5251,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,UT,Sen.,Senator,http://www.hatch.senate.gov,
,113,114,115,true,Senior Senator from California,,2019-01-03,331 Hart Senate Office Building Washington DC 20510,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,202-228-3954,331 Hart Senate Office Building,http://www.feinstein.senate.gov/public/?a=rss.feed,42868,,Democrat,F000062,1933-06-22,13061,Dianne,female,Female,300043,Feinstein,https://www.govtrack.us/congress/members/dianne_feinstein/300043,,Sen. Dianne Feinstein [D-CA],,,N00007364,53273,"Feinstein, Dianne (Sen.) [D-CA]",SenFeinstein,SenatorFeinstein,202-224-3841,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,CA,Sen.,Senator,http://www.feinstein.senate.gov,
,113,114,115,true,Senior Senator from Delaware,,2019-01-03,513 Hart Senate Office Building Washington DC 20510,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,202-228-2190,513 Hart Senate Office Building,http://www.carper.senate.gov/public/index.cfm/rss/feed,42867,,Democrat,C000174,1947-01-23,663,Thomas,male,Male,300019,Carper,https://www.govtrack.us/congress/members/thomas_carper/300019,Richard,Sen. Thomas Carper [D-DE],,,N00012508,22421,"Carper, Thomas (Sen.) [D-DE]",SenatorCarper,senatorcarper,202-224-2441,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,DE,Sen.,Senator,http://www.carper.senate.gov,
,113,114,115,true,Junior Senator from Washington,,2019-01-03,511 Hart Senate Office Building Washington DC 20510,http://www.cantwell.senate.gov/public/index.cfm/email-maria,202-228-0514,511 Hart Senate Office Building,http://www.cantwell.senate.gov/public/index.cfm/rss/feed,42866,,Democrat,C000127,1958-10-13,26137,Maria,female,Female,300018,Cantwell,https://www.govtrack.us/congress/members/maria_cantwell/300018,,Sen. Maria Cantwell [D-WA],,,N00007836,27122,"Cantwell, Maria (Sen.) [D-WA]",SenatorCantwell,SenatorCantwell,202-224-3441,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,WA,Sen.,Senator,http://www.cantwell.senate.gov,
Democrat,113,114,115,true,Junior Senator from Vermont,,2019-01-03,332 Dirksen Senate Office Building Washington DC 20510,http://www.sanders.senate.gov/contact/comment,202-228-0776,332 Dirksen Senate Office Building,http://www.sanders.senate.gov/rss/,42830,,Independent,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard âBernieâ Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard âBernieâ (Sen.) [I-VT]",SenSanders,senatorsanders,202-224-5141,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,VT,Sen.,Senator,http://www.sanders.senate.gov,
,113,114,115,true,Senior Senator from New Jersey,,2019-01-03,528 Hart Senate Office Building Washington DC 20510,http://www.menendez.senate.gov/contact,202-228-2197,528 Hart Senate Office Building,http://www.menendez.senate.gov/rss/feeds/index.cfm?type=news,42792,,Democrat,M000639,1954-01-01,29608,Robert,male,Male,400272,MenÃ©ndez,https://www.govtrack.us/congress/members/robert_menendez/400272,,Sen. Robert âBobâ MenÃ©ndez [D-NJ],,Bob,N00000699,26961,"MenÃ©ndez, Robert âBobâ (Sen.) [D-NJ]",SenatorMenendez,SenatorMenendezNJ,202-224-4744,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,NJ,Sen.,Senator,http://www.menendez.senate.gov,
,113,114,115,true,Junior Senator from Arizona,,2019-01-03,413 Russell Senate Office Building Washington DC 20510,http://www.flake.senate.gov/contact.cfm,202-226-4386,413 Russell Senate Office Building,http://www.flake.senate.gov/public/index.cfm/rss/feed,42737,,Republican,F000444,1962-12-31,87582,Jeff,male,Male,400134,Flake,https://www.govtrack.us/congress/members/jeff_flake/400134,,Sen. Jeff Flake [R-AZ],,,N00009573,28128,"Flake, Jeff (Sen.) [R-AZ]",JeffFlake,flakeoffice,202-224-4521,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,AZ,Sen.,Senator,http://www.flake.senate.gov,
,113,114,115,true,Junior Senator from Maryland,,2019-01-03,509 Hart Senate Office Building Washington DC 20510,http://www.cardin.senate.gov/contact/,202-224-1651,509 Hart Senate Office Building,http://www.cardin.senate.gov/rss/feeds/?type=all,42708,,Democrat,C000141,1943-10-05,4004,Benjamin,male,Male,400064,Cardin,https://www.govtrack.us/congress/members/benjamin_cardin/400064,L.,Sen. Benjamin Cardin [D-MD],,,N00001955,26888,"Cardin, Benjamin (Sen.) [D-MD]",SenatorCardin,senatorcardin,202-224-4524,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,MD,Sen.,Senator,http://www.cardin.senate.gov,
,113,114,115,true,Senior Senator from Ohio,,2019-01-03,713 Hart Senate Office Building Washington DC 20510,http://www.brown.senate.gov/contact,202-228-6321,713 Hart Senate Office Building,http://www.brown.senate.gov/rss/feeds/?type=all&amp;,42700,,Democrat,B000944,1952-11-09,5051,Sherrod,male,Male,400050,Brown,https://www.govtrack.us/congress/members/sherrod_brown/400050,,Sen. Sherrod Brown [D-OH],,,N00003535,27018,"Brown, Sherrod (Sen.) [D-OH]",SenSherrodBrown,SherrodBrownOhio,202-224-2315,senator,Senator,class1,Class 1,senior,Senior,2013-01-03,OH,Sen.,Senator,http://www.brown.senate.gov,
,113,114,115,true,Junior Senator from Wisconsin,,2019-01-03,717 Hart Washington DC 20510,http://www.baldwin.senate.gov/contact,202-225-6942,717 Hart,http://www.baldwin.senate.gov/rss/feeds/?type=all,42686,,Democrat,B001230,1962-02-11,57884,Tammy,female,Female,400013,Baldwin,https://www.govtrack.us/congress/members/tammy_baldwin/400013,,Sen. Tammy Baldwin [D-WI],,,N00004367,3470,"Baldwin, Tammy (Sen.) [D-WI]",SenatorBaldwin,witammybaldwin,202-224-5653,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,WI,Sen.,Senator,http://www.baldwin.senate.gov,
,113,114,115,true,President of the United States,,2017-01-20,,,,,,43155,,Democrat,O000167,1961-08-04,,Barack,male,Male,400629,Obama,https://www.govtrack.us/congress/members/barack_obama/400629,,President Barack Obama [D],,,N00009638,9490,"Obama, Barack (President) [D]",,,,president,President,,,,,2013-01-20,,President,President of the United States,,election
,113,114,115,true,Vice President of the United States (and President of the Senate),,2017-01-20,,,,,,43179,,Democrat,B000444,1942-11-20,34,Joseph,male,Male,300008,Biden,https://www.govtrack.us/congress/members/joseph_biden/300008,R.,Vice President Joseph Biden [D],Jr.,,N00001669,53279,"Biden, Joseph (Vice President) [D]",,,,vicepresident,Vice President,,,,,2013-01-20,,Vice President,Vice President of the United States (and President of the Senate),,election
,114,115,116,true,Senior Senator from Mississippi,,2021-01-03,113 Dirksen Senate Office Building Washington DC 20510,http://www.cochran.senate.gov/public/index.cfm/email-me,202-224-9450,113 Dirksen Senate Office Building,http://www.cochran.senate.gov/public/index.cfm/rss/feed,43256,,Republican,C000567,1937-12-07,1200,Thad,male,Male,300023,Cochran,https://www.govtrack.us/congress/members/thad_cochran/300023,,Sen. Thad Cochran [R-MS],,,N00003328,53312,"Cochran, Thad (Sen.) [R-MS]",SenThadCochran,sencochran,202-224-5054,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,MS,Sen.,Senator,http://www.cochran.senate.gov,
,114,115,116,true,Senior Senator from Maine,,2021-01-03,413 Dirksen Senate Office Building Washington DC 20510,http://www.collins.senate.gov/public/index.cfm/email,202-224-2693,413 Dirksen Senate Office Building,http://www.collins.senate.gov/public/?a=rss.feed,43257,,Republican,C001035,1952-12-07,45738,Susan,female,Female,300025,Collins,https://www.govtrack.us/congress/members/susan_collins/300025,M.,Sen. Susan Collins [R-ME],,,N00000491,379,"Collins, Susan (Sen.) [R-ME]",SenatorCollins,SenatorSusanCollins,202-224-2523,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,ME,Sen.,Senator,http://www.collins.senate.gov,
,114,115,116,true,Senior Senator from Texas,,2021-01-03,517 Hart Senate Office Building Washington DC 20510,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,202-228-2856,517 Hart Senate Office Building,http://www.cornyn.senate.gov/public/?a=rss.feed,43258,Majority Whip,Republican,C001056,1952-02-02,93131,John,male,Male,300027,Cornyn,https://www.govtrack.us/congress/members/john_cornyn/300027,,Sen. John Cornyn [R-TX],,,N00024852,15375,"Cornyn, John (Sen.) [R-TX]",JohnCornyn,senjohncornyn,202-224-2934,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,TX,Sen.,Senator,http://www.cornyn.senate.gov,
,114,115,116,true,Senior Senator from Illinois,,2021-01-03,711 Hart Senate Office Building Washington DC 20510,http://www.durbin.senate.gov/public/index.cfm/contact,202-228-0400,711 Hart Senate Office Building,http://durbin.senate.gov/public/index.cfm/rss/feed,43259,Minority Whip,Democrat,D000563,1944-11-21,6741,Richard,male,Male,300038,Durbin,https://www.govtrack.us/congress/members/richard_durbin/300038,J.,Sen. Richard Durbin [D-IL],,,N00004981,26847,"Durbin, Richard (Sen.) [D-IL]",SenatorDurbin,SenatorDurbin,202-224-2152,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,IL,Sen.,Senator,http://www.durbin.senate.gov,
,114,115,116,true,Senior Senator from Wyoming,,2021-01-03,379A Russell Senate Office Building Washington DC 20510,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,202-228-0359,379a Russell Senate Office Building,http://www.enzi.senate.gov/public/index.cfm/rss/feed,43260,,Republican,E000285,1944-02-01,45824,Michael,male,Male,300041,Enzi,https://www.govtrack.us/congress/members/michael_enzi/300041,B.,Sen. Michael Enzi [R-WY],,,N00006249,558,"Enzi, Michael (Sen.) [R-WY]",SenatorEnzi,senatorenzi,202-224-3424,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,WY,Sen.,Senator,http://www.enzi.senate.gov,
,114,115,116,true,Senior Senator from South Carolina,,2021-01-03,290 Russell Senate Office Building Washington DC 20510,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham,202-224-3808,290 Russell Senate Office Building,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,43261,,Republican,G000359,1955-07-09,36782,Lindsey,male,Male,300047,Graham,https://www.govtrack.us/congress/members/lindsey_graham/300047,O.,Sen. Lindsey Graham [R-SC],,,N00009975,21992,"Graham, Lindsey (Sen.) [R-SC]",GrahamBlog,USSenLindseyGraham,202-224-5972,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,SC,Sen.,Senator,http://www.lgraham.senate.gov,
,114,115,116,true,Senior Senator from Oklahoma,,2021-01-03,205 Russell Senate Office Building Washington DC 20510,http://www.inhofe.senate.gov/contact,202-228-0380,205 Russell Senate Office Building,http://www.inhofe.senate.gov/rss/feeds/?type=all&amp;cachebuster=eea6c4d7%2d939c%2d5c1e%2db6c7aa3b8b291208,43262,,Republican,I000024,1934-11-17,5619,James,male,Male,300055,Inhofe,https://www.govtrack.us/congress/members/james_inhofe/300055,M.,Sen. James âJimâ Inhofe [R-OK],,Jim,N00005582,27027,"Inhofe, James âJimâ (Sen.) [R-OK]",InhofePress,jiminhofepressoffice,202-224-4721,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,OK,Sen.,Senator,http://www.inhofe.senate.gov,
,114,115,116,true,Senior Senator from Kentucky,,2021-01-03,317 Russell Senate Office Building Washington DC 20510,http://www.mcconnell.senate.gov/public/index.cfm?p=ContactForm,202-224-2499,317 Russell Senate Office Building,http://www.mcconnell.senate.gov/public/?a=rss.feed,43263,Majority Leader,Republican,M000355,1942-02-20,2351,Mitch,male,Male,300072,McConnell,https://www.govtrack.us/congress/members/mitch_mcconnell/300072,,Sen. Mitch McConnell [R-KY],,,N00003389,53298,"McConnell, Mitch (Sen.) [R-KY]",McConnellPress,,202-224-2541,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,KY,Sen.,Senator,http://www.mcconnell.senate.gov,
,114,115,116,true,Senior Senator from Rhode Island,,2021-01-03,728 Hart Senate Office Building Washington DC 20510,http://www.reed.senate.gov/contact/,202-224-4680,728 Hart Senate Office Building,https://www.reed.senate.gov//rss/feeds/?type=all,43264,,Democrat,R000122,1949-11-12,24239,John,male,Male,300081,Reed,https://www.govtrack.us/congress/members/john_reed/300081,F.,Sen. John âJackâ Reed [D-RI],,Jack,N00000362,27060,"Reed, John âJackâ (Sen.) [D-RI]",SenJackReed,SenatorReed,202-224-4642,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,RI,Sen.,Senator,http://www.reed.senate.gov,
,114,115,116,true,Senior Senator from Kansas,,2021-01-03,109 Hart Senate Office Building Washington DC 20510,http://www.roberts.senate.gov/public/index.cfm?p=EmailPat,202-224-3514,109 Hart Senate Office Building,http://www.roberts.senate.gov/public/?a=rss.feed,43265,,Republican,R000307,1936-04-20,16354,Pat,male,Male,300083,Roberts,https://www.govtrack.us/congress/members/pat_roberts/300083,,Sen. Pat Roberts [R-KS],,,N00005285,26866,"Roberts, Pat (Sen.) [R-KS]",SenPatRoberts,SenPatRoberts,202-224-4774,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,KS,Sen.,Senator,http://www.roberts.senate.gov,
,114,115,116,true,Junior Senator from Alabama,,2021-01-03,326 Russell Senate Office Building Washington DC 20510,http://www.sessions.senate.gov/public/index.cfm/contact-jeff,202-224-3149,326 Russell Senate Office Building,http://www.sessions.senate.gov/public/index.cfm?fuseaction=rss.feed,43266,,Republican,S001141,1946-12-24,44441,Jefferson,male,Male,300088,Sessions,https://www.govtrack.us/congress/members/jefferson_sessions/300088,B.,Sen. Jefferson âJeffâ Sessions [R-AL],,Jeff,N00003062,443,"Sessions, Jefferson âJeffâ (Sen.) [R-AL]",SenatorSessions,SenatorSessions,202-224-4124,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,AL,Sen.,Senator,http://www.sessions.senate.gov,
,114,,,true,Representative for Alabama's 4th congressional district,4,2017-01-03,235 Cannon HOB; Washington DC 20515-0104,http://aderholt.house.gov/email-me2/,202-225-5587,235 Cannon House Office Building,http://aderholt.house.gov/common/rss//index.cfm?rss=20,43267,,Republican,A000055,1965-07-22,45516,Robert,male,Male,400004,Aderholt,https://www.govtrack.us/congress/members/robert_aderholt/400004,B.,Rep. Robert Aderholt [R-AL4],,,N00003028,441,"Aderholt, Robert (Rep.) [R-AL4]",Robert_Aderholt,RobertAderholt,202-225-4876,representative,Representative,,,,,2015-01-06,AL,Rep.,Representative,https://aderholt.house.gov,
,114,,,true,Representative for Texas's 6th congressional district,6,2017-01-03,2107 Rayburn HOB; Washington DC 20515-4306,https://joebarton.house.gov/contact1/,202-225-3052,2107 Rayburn House Office Building,http://joebarton.house.gov/index.php?format=feed&amp;type=rss,43268,,Republican,B000213,1949-09-15,5248,Joe,male,Male,400018,Barton,https://www.govtrack.us/congress/members/joe_barton/400018,Linus,Rep. Joe Barton [R-TX6],,,N00005656,27082,"Barton, Joe (Rep.) [R-TX6]",RepJoeBarton,repjoebarton,202-225-2002,representative,Representative,,,,,2015-01-06,TX,Rep.,Representative,http://joebarton.house.gov,
,114,,,true,Representative for California's 34th congressional district,34,2017-01-03,1226 Longworth HOB; Washington DC 20515-0534,http://becerraforms.house.gov/forms/writeyourrep/,202-225-2202,1226 Longworth House Office Building,http://becerra.house.gov/index.php?format=feed&amp;type=rss,43269,,Democrat,B000287,1958-01-26,26567,Xavier,male,Male,400021,Becerra,https://www.govtrack.us/congress/members/xavier_becerra/400021,,Rep. Xavier Becerra [D-CA34],,,N00009774,26754,"Becerra, Xavier (Rep.) [D-CA34]",RepBecerra,XavierBecerra,202-225-6235,representative,Representative,,,,,2015-01-06,CA,Rep.,Representative,http://becerra.house.gov,
,114,,,true,Representative for Utah's 1st congressional district,1,2017-01-03,123 Cannon HOB; Washington DC 20515-4401,https://robbishop.house.gov/contact/contactform.htm,202-225-5857,123 Cannon House Office Building,http://robbishop.house.gov/news/rss.aspx,43270,,Republican,B001250,1951-07-13,1003621,Rob,male,Male,400029,Bishop,https://www.govtrack.us/congress/members/rob_bishop/400029,,Rep. Rob Bishop [R-UT1],,,N00025292,50544,"Bishop, Rob (Rep.) [R-UT1]",RepRobBishop,CongressmanBishop,202-225-0453,representative,Representative,,,,,2015-01-06,UT,Rep.,Representative,http://robbishop.house.gov,
,114,,,true,Representative for Georgia's 2nd congressional district,2,2017-01-03,2407 Rayburn HOB; Washington DC 20515-1002,http://bishop.house.gov/contact,202-225-2203,2407 Rayburn House Office Building,http://bishop.house.gov/rss.xml,43271,,Democrat,B000490,1947-02-04,26194,Sanford,male,Male,400030,Bishop,https://www.govtrack.us/congress/members/sanford_bishop/400030,D.,Rep. Sanford Bishop [D-GA2],Jr.,,N00002674,26817,"Bishop, Sanford (Rep.) [D-GA2]",SanfordBishop,RepSanfordBishop,202-225-3631,representative,Representative,,,,,2015-01-06,GA,Rep.,Representative,http://bishop.house.gov,
,114,,,true,Representative for Tennessee's 7th congressional district,7,2017-01-03,2266 Rayburn HOB; Washington DC 20515-4207,https://blackburn.house.gov/contactform/email.htm,202-225-3004,2266 Rayburn House Office Building,http://blackburn.house.gov/news/rss.aspx,43272,,Republican,B001243,1952-06-06,31226,Marsha,female,Female,400032,Blackburn,https://www.govtrack.us/congress/members/marsha_blackburn/400032,W.,Rep. Marsha Blackburn [R-TN7],,,N00003105,25186,"Blackburn, Marsha (Rep.) [R-TN7]",MarshaBlackburn,RepMarshaBlackburn,202-225-2811,representative,Representative,,,,,2015-01-06,TN,Rep.,Representative,http://blackburn.house.gov,
